Argument ID	URL
E01070	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/1481?commentId=48413&toggle_translations=true#comment_48413
E01071	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/890?commentId=28752&toggle_translations=true#comment_28752
E01072	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/890?commentId=28752&toggle_translations=true#comment_28752
E01073	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/1701?commentId=54889&toggle_translations=true#comment_54889
E01074	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/937?commentId=15974&toggle_translations=true#comment_15974
E01075	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/937?commentId=15974&toggle_translations=true#comment_15974
E01076	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/434?commentId=2603&toggle_translations=true#comment_2603
E01077	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/434?commentId=2603&toggle_translations=true#comment_2603
E01078	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/434?commentId=2603&toggle_translations=true#comment_2603
E01079	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/85471?commentId=85176&toggle_translations=true#comment_85176
E01080	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/1481?commentId=49337&toggle_translations=true#comment_49337
E01081	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/64?commentId=175165&toggle_translations=true#comment_175165
E01082	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/64?commentId=175165&toggle_translations=true#comment_175165
E01083	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/64?commentId=175165&toggle_translations=true#comment_175165
E01084	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/101645?commentId=103786&toggle_translations=true#comment_103786
E01085	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/972?commentId=984&toggle_translations=true#comment_984
E01086	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/972?commentId=984&toggle_translations=true#comment_984
E01087	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/6470?commentId=76430&toggle_translations=true#comment_76430
E01088	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/6470?commentId=76430&toggle_translations=true#comment_76430
E01089	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/232256?commentId=201763&toggle_translations=true#comment_201763
E01090	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/232256?commentId=201763&toggle_translations=true#comment_201763
E01091	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/13270?commentId=17773&toggle_translations=true#comment_17773
E01092	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/1481?commentId=49171&toggle_translations=true#comment_49171
E01093	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/1481?commentId=49171&toggle_translations=true#comment_49171
E01094	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/16865?commentId=26304&toggle_translations=true#comment_26304
E01095	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/916?commentId=963&toggle_translations=true#comment_963
E01096	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/916?commentId=963&toggle_translations=true#comment_963
E01097	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/916?commentId=963&toggle_translations=true#comment_963
E01098	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/916?commentId=963&toggle_translations=true#comment_963
E01099	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/1481?commentId=19075&toggle_translations=true#comment_19075
E01100	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/1481?commentId=19075&toggle_translations=true#comment_19075
E01101	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/541?commentId=28745&toggle_translations=true#comment_28745
E01102	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/7001?commentId=15984&toggle_translations=true#comment_15984
E01103	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/64?commentId=10002&toggle_translations=true#comment_10002
E01104	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/27825?commentId=34552&toggle_translations=true#comment_34552
E01105	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/64?commentId=77960&toggle_translations=true#comment_77960
E01106	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/668?commentId=8177&toggle_translations=true#comment_8177
E01107	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/668?commentId=8177&toggle_translations=true#comment_8177
E01108	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/64?commentId=227603&toggle_translations=true#comment_227603
E01109	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/43992?commentId=51189&toggle_translations=true#comment_51189
E01110	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/13313?commentId=17770&toggle_translations=true#comment_17770
E01111	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/13313?commentId=17770&toggle_translations=true#comment_17770
E01112	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/9804?commentId=60392&toggle_translations=true#comment_60392
E01113	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/21715?commentId=26206&toggle_translations=true#comment_26206
E01114	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/21715?commentId=26206&toggle_translations=true#comment_26206
E01115	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/765?commentId=129856&toggle_translations=true#comment_129856
E01116	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/765?commentId=129856&toggle_translations=true#comment_129856
E01117	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/45046?commentId=51207&toggle_translations=true#comment_51207
E01118	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/45046?commentId=51207&toggle_translations=true#comment_51207
E01119	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/7463?commentId=9096&toggle_translations=true#comment_9096
E01120	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/541?commentId=2129&toggle_translations=true#comment_2129
E01121	https://futureu.europa.eu/en/processes/GreenDeal/f/1/proposals/541?commentId=2129&toggle_translations=true#comment_2129
E01122	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=165265&toggle_translations=true#comment_165265
E01123	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=165265&toggle_translations=true#comment_165265
E01124	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/38512?commentId=174538&toggle_translations=true#comment_174538
E01125	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/1331?commentId=242749&toggle_translations=true#comment_242749
E01126	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/84?commentId=710&toggle_translations=true#comment_710
E01127	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/84?commentId=710&toggle_translations=true#comment_710
E01128	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/84?commentId=710&toggle_translations=true#comment_710
E01129	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/84?commentId=710&toggle_translations=true#comment_710
E01130	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/104974?commentId=101245&toggle_translations=true#comment_101245
E01131	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/36?commentId=40692&toggle_translations=true#comment_40692
E01132	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/104974?commentId=101080&toggle_translations=true#comment_101080
E01133	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=76234&toggle_translations=true#comment_76234
E01134	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/219848?commentId=214865&toggle_translations=true#comment_214865
E01135	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/219848?commentId=214865&toggle_translations=true#comment_214865
E01136	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/219848?commentId=214865&toggle_translations=true#comment_214865
E01137	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/219848?commentId=214865&toggle_translations=true#comment_214865
E01138	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/2012?commentId=20630&toggle_translations=true#comment_20630
E01139	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/2012?commentId=20630&toggle_translations=true#comment_20630
E01140	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/2012?commentId=20630&toggle_translations=true#comment_20630
E01141	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/2012?commentId=20630&toggle_translations=true#comment_20630
E01142	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/225?commentId=457&toggle_translations=true#comment_457
E01143	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/225?commentId=457&toggle_translations=true#comment_457
E01144	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/385?commentId=43265&toggle_translations=true#comment_43265
E01145	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/385?commentId=43265&toggle_translations=true#comment_43265
E01146	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/5399?commentId=22958&toggle_translations=true#comment_22958
E01147	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/5399?commentId=20631&toggle_translations=true#comment_20631
E01148	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/36?commentId=52444&toggle_translations=true#comment_52444
E01149	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=309&toggle_translations=true#comment_309
E01150	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=309&toggle_translations=true#comment_309
E01151	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=309&toggle_translations=true#comment_309
E01152	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/5399?commentId=12483&toggle_translations=true#comment_12483
E01153	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=164706&toggle_translations=true#comment_164706
E01154	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=167315&toggle_translations=true#comment_167315
E01155	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=167315&toggle_translations=true#comment_167315
E01156	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=167315&toggle_translations=true#comment_167315
E01157	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=167315&toggle_translations=true#comment_167315
E01158	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=36768&toggle_translations=true#comment_36768
E01159	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/104974?commentId=101278&toggle_translations=true#comment_101278
E01160	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/315?commentId=2428&toggle_translations=true#comment_2428
E01161	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/36?commentId=213580&toggle_translations=true#comment_213580
E01162	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/36?commentId=213580&toggle_translations=true#comment_213580
E01163	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/5399?commentId=18508&toggle_translations=true#comment_18508
E01164	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=72305&toggle_translations=true#comment_72305
E01165	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=72305&toggle_translations=true#comment_72305
E01166	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=72305&toggle_translations=true#comment_72305
E01167	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=72305&toggle_translations=true#comment_72305
E01168	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/621?commentId=33369&toggle_translations=true#comment_33369
E01169	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/2012?commentId=103590&toggle_translations=true#comment_103590
E01170	https://futureu.europa.eu/en/processes/OtherIdeas/f/8/proposals/70192?commentId=166420&toggle_translations=true#comment_166420
E02001	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/138964?commentId=134575&toggle_translations=true#comment_134575
E02002	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/138964?commentId=134575&toggle_translations=true#comment_134575
E02003	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/138964?commentId=134575&toggle_translations=true#comment_134575
E02004	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/210?commentId=880&toggle_translations=true#comment_880
E02005	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/210?commentId=551&toggle_translations=true#comment_551
E02006	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/210?commentId=1595&toggle_translations=true#comment_1595
E02007	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/210?commentId=10200&toggle_translations=true#comment_10200
E02008	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/210?commentId=198364&toggle_translations=true#comment_198364
E02009	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/1987?commentId=28687&toggle_translations=true#comment_28687
E02010	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/1987?commentId=28687&toggle_translations=true#comment_28687
E02011	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/87682?commentId=89794&toggle_translations=true#comment_89794
E02012	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/87682?commentId=86652&toggle_translations=true#comment_86652
E02013	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/143592?commentId=140689&toggle_translations=true#comment_140689
E02014	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/143592?commentId=140689&toggle_translations=true#comment_140689
E02015	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/15024?commentId=35841&toggle_translations=true#comment_35841
E02016	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13069?commentId=116361&toggle_translations=true#comment_116361
E02017	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/213412?commentId=190346&toggle_translations=true#comment_190346
E02018	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=5743&toggle_translations=true#comment_5743
E02019	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=116359&toggle_translations=true#comment_116359
E02020	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=32113&toggle_translations=true#comment_32113
E02021	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=140&toggle_translations=true#comment_140
E02022	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=17944&toggle_translations=true#comment_17944
E02023	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=2925&toggle_translations=true#comment_2925
E02024	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=205426&toggle_translations=true#comment_205426
E02025	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=68&toggle_translations=true#comment_68
E02026	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=72964&toggle_translations=true#comment_72964
E02027	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=72964&toggle_translations=true#comment_72964
E02028	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=69467&toggle_translations=true#comment_69467
E02029	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=8130&toggle_translations=true#comment_8130
E02030	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/110?commentId=207868&toggle_translations=true#comment_207868
E02031	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/17856?commentId=116360&toggle_translations=true#comment_116360
E02032	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/1751?commentId=2931&toggle_translations=true#comment_2931
E02033	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/1751?commentId=2931&toggle_translations=true#comment_2931
E02034	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/1571?commentId=2630&toggle_translations=true#comment_2630
E02035	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/443?commentId=2146&toggle_translations=true#comment_2146
E02036	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/237840?commentId=206025&toggle_translations=true#comment_206025
E02037	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/2715?commentId=236743&toggle_translations=true#comment_236743
E02038	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/51450?commentId=56663&toggle_translations=true#comment_56663
E02039	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=30796&toggle_translations=true#comment_30796
E02040	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/2580?commentId=5556&toggle_translations=true#comment_5556
E02041	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/2580?commentId=5556&toggle_translations=true#comment_5556
E02042	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/2580?commentId=5556&toggle_translations=true#comment_5556
E02043	https://futureu.europa.eu/en/processes/Economy/f/10/proposals/200?commentId=188003&toggle_translations=true#comment_188003
E02044	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/10198?commentId=174241&toggle_translations=true#comment_174241
E02045	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/10198?commentId=14555&toggle_translations=true#comment_14555
E02046	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/10198?commentId=16006&toggle_translations=true#comment_16006
E02047	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=148865&toggle_translations=true#comment_148865
E02048	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=46605&toggle_translations=true#comment_46605
E02049	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=15993&toggle_translations=true#comment_15993
E02050	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=32117&toggle_translations=true#comment_32117
E02051	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=16271&toggle_translations=true#comment_16271
E02052	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=16271&toggle_translations=true#comment_16271
E02053	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=16271&toggle_translations=true#comment_16271
E02054	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/343?commentId=59203&toggle_translations=true#comment_59203
E02055	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=46601&toggle_translations=true#comment_46601
E02056	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=106393&toggle_translations=true#comment_106393
E02057	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=53440&toggle_translations=true#comment_53440
E02058	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=32474&toggle_translations=true#comment_32474
E02059	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=219389&toggle_translations=true#comment_219389
E02060	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=219389&toggle_translations=true#comment_219389
E02061	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=221695&toggle_translations=true#comment_221695
E02062	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=103458&toggle_translations=true#comment_103458
E02063	https://futureu.europa.eu/en/processes/Migration/f/34/proposals/13841?commentId=216813&toggle_translations=true#comment_216813
